Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
8441,The Red Ross! Okay.,Joey,positive,888,19,4,15,"00:17:13,991","00:17:17,326",joy
12569,No. Sorry.,Rachel,negative,158,1,3,20,"0:15:27,357","0:15:29,065",sadness
4632,What do you mean?,Phoebe,neutral,499,5,6,25,"0:04:55,087","0:04:56,361",neutral
2810,Can you just hold on for one minute?,Monica,neutral,297,5,4,20,"00:09:04,085","00:09:05,794",neutral
8467,That’s what I do now.,Chandler,neutral,892,7,8,21,"0:04:10,838","0:04:13,467",neutral
1509,There are?,Joey,positive,163,2,6,25,"0:06:54,747","0:06:55,373",surprise
5111,"Yeah! Okay, here you go.",Phoebe,positive,542,4,3,21,"00:00:11,469","00:00:14,680",joy
4778,"Yeah, it couldn’t hurt to look.",Rachel,neutral,509,16,8,23,"0:02:03,487","0:02:04,758",neutral
1926,"You’re right, you’re right I shouldn’t freak out.",Monica,neutral,202,13,6,5,"00:17:39,725","00:17:42,518",neutral
11310,You are so cute!,Monica,positive,22,12,5,5,"00:19:06,520","00:19:08,563",joy
2845,"Look, please, please don't go anywhere, okay?",Barry,negative,301,4,1,20,"00:19:44,433","00:19:46,726",fear
5607,Hey!,Chandler,positive,597,1,6,14,"0:12:50,706","0:12:52,065",joy
3578,Jason?,Phoebe,neutral,378,0,3,23,"0:15:22,254","0:15:23,006",neutral
10833,The actor who has the part doesn’t know he might be fired.,Estelle,neutral,82,16,6,21,"00:10:29,795","00:10:33,715",neutral
12079,"I'm sorry, honey, I promise it will never happen again.",Mrs. Bing,negative,111,8,1,11,"00:19:54,860","00:19:58,738",sadness
123,Hey!,Chandler,neutral,12,0,6,4,"00:09:47,295","00:09:49,045",neutral
13001,Oh yeah!,Joey,positive,201,2,4,2,"0:13:43,072","0:13:43,664",joy
682,"Just listen, Monica, I, do you know, okay, do you know, I couldn’t sleep for like a month because I got like a dot of ink on one of the sofa cushions.",Phoebe,neutral,66,2,3,6,"00:14:28,117","00:14:35,623",neutral
11729,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",Joey,positive,70,22,9,12,"00:17:32,426","00:17:41,017",joy
11285,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look.  See look,",Rachel,neutral,20,2,5,13,"00:04:51,582","00:04:58,547",neutral
13613,Bye.,Joey,neutral,267,10,3,12,"00:15:39,647","00:15:41,314",neutral
10184,No! Why?,Phoebe,neutral,18,3,6,22,"0:16:19,401","0:16:20,205",neutral
10538,"I mean, I’ll go to the airport with ya, I-I wanna say good bye.",Joey,negative,56,2,3,22,"00:19:53,442","00:19:56,227",sadness
6865,Hi.,Phoebe,neutral,723,2,6,23,"0:21:37,713","0:21:38,464",neutral
6827,Sorry.,Joey,neutral,720,1,5,7,"00:09:20,059","00:09:21,810",neutral
13196,"Y’know, I wish I could get him to open up a little bit, share some feelings.",Rachel,negative,226,3,6,23,"00:01:40,809","00:01:44,019",sadness
6497,is for me not to see you anymore.,Ross,negative,676,0,5,5,"00:10:07,607","00:10:11,735",sadness
10375,"Ok, where am I talking to, here?",Ross,neutral,34,2,1,9,"00:14:28,409","00:14:32,453",neutral
6034,I don’t think you have much choice.,Ross,neutral,637,7,7,17,"0:14:33,873","0:14:34,845",neutral
3446,"So, you gotta play the odds, pick somebody who’s gonna be in the country like all the time.",Chandler,neutral,361,13,3,5,"00:09:02,500","00:09:08,338",neutral
10997,Emma!  See? I don’t want it.,Rachel,negative,101,0,8,4,"00:13:27,795","00:13:35,928",sadness
6065,Filing system?,Joanna,neutral,640,2,4,9,"0:06:34,143","0:06:35,228",neutral
13105,Yeah!,Rachel,positive,213,7,4,11,"0:07:08,470","0:07:08,937",joy
2093,"Look umm, of all people, you do not want me to tell this story!",Monica,negative,219,12,5,8,"00:07:27,363","00:07:30,240",anger
12980,"Well, I did my best to convince him that I’m not some crazy girl who is dying to get married—I’m just going through a hard time.",Rachel,neutral,199,2,4,20,"0:17:58,035","0:18:05,209",neutral
7361,Okay.,Joey,neutral,780,7,3,3,"00:03:00,013","00:03:02,389",neutral
8917,"Yeah, I have to tell Ross that I love him.",Rachel,neutral,936,4,4,23,"00:20:29,061","00:20:31,020",neutral
12799,Forgive me? You haven't been taking my calls in a week!,Chandler,negative,179,0,5,23,"00:00:52,135","00:00:57,765",anger
2152,"I got you the best one I could, ‘cause that’s not where you want to skimp.",Ross,neutral,225,5,3,17,"00:22:06,158","00:22:11,495",neutral
7070,Whoa!,Joey,positive,747,3,7,18,"00:08:06,986","00:08:08,069",surprise
13147,Chandler?,Janice,neutral,218,2,1,23,"00:22:31,350","00:22:32,558",neutral
10309,"Oh, come on!",All,negative,28,6,5,8,"0:04:23,780","0:04:24,782",sadness
240,"No, no, no, that’s Dina.",Monica,neutral,23,7,3,11,"00:10:28,377","00:10:30,420",neutral
4413,They have a game room downstairs! Ping pong and stuff.,Mike,neutral,475,5,9,23,"00:31:34,976","00:31:39,479",neutral
12859,Sweet!,Ross,positive,185,6,8,7,"0:10:21,621","0:10:22,331",joy
6573,"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,negative,682,0,1,23,"00:20:29,436","00:20:37,401",sadness
4083,And here we have the last of Paulo's grappa.,Rachel,neutral,440,12,1,14,"00:13:41,111","00:13:44,906",neutral
7726,"No I’m serious, we should tell each other",Chandler,neutral,819,7,7,4,"00:06:11,621","00:06:15,749",neutral
4549,"""Benefits lapsed.""",Chandler,neutral,486,4,6,4,"00:06:24,008","00:06:27,219",neutral
3529,What?,Monica,negative,371,11,3,3,"00:19:56,528","00:19:59,280",sadness
3110,That’s you Rachel!,Jill,negative,328,2,6,14,"00:21:25,867","00:21:27,076",anger
6818,Nice car!,Guy #1,positive,719,0,6,5,"00:03:18,072","00:03:19,114",joy
8521,"Y'know what, I think this might be one of the times he’s wrong.",Chandler,neutral,897,8,4,2,"00:11:46,622","00:11:50,875",neutral
6861,I thought you were showing me how much you mean to me.,Chandler,negative,722,15,5,20,"00:16:19,395","00:16:21,604",surprise
456,"Dude, I am sorry about what I said!",Joey,negative,45,0,4,18,"00:16:58,976","00:17:01,936",sadness
10737,Okay.,Ross,neutral,74,11,8,3,"0:10:22,204","0:10:23,086",neutral
2543,"Oh…wait…you two think of me as family?! Oh, I have to ask you something now and be honest; do you want me to sing",Janice,negative,269,1,7,7,"00:12:26,871","00:12:41,259",surprise
6503,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,negative,676,6,5,5,"00:10:32,882","00:10:36,676",sadness
5665,"Come on, come on, we’re-we’re-we’re lighting the candles!",Ross,positive,603,10,7,10,"00:21:01,551","00:21:03,886",joy
8683,"Okay, it must just be me then.",Ross,neutral,912,6,5,11,"00:09:23,688","00:09:26,523",neutral
10749,Okay.,Chandler,neutral,76,2,3,1,"0:16:30,823","0:16:31,575",neutral
3709,Such a pig!,Phoebe,negative,398,9,1,12,"0:15:39,772","0:15:41,044",disgust
7390,Are you kidding me?!,Joey,negative,786,1,9,1,"00:09:08,631","00:09:11,466",anger
10325,"The reactor’s gonna blow in three seconds, we’re never gonna make it!",Joey,negative,30,0,6,20,"00:00:05,005","00:00:08,549",fear
12731,I’m sorry!,Monica,negative,173,8,6,17,"0:12:47,225","0:12:47,371",sadness
10292,"Ok, Monica. I just have to know one thing. Did you go with her to",Rachel,negative,26,16,2,2,"00:11:47,039","00:11:55,171",sadness
5881,"And-and another one had never been to a party before, so",Ross,positive,623,11,4,22,"0:12:23,576","0:12:27,351",surprise
3141,Get out!,Gunther,positive,331,9,5,2,"00:08:18,664","00:08:19,706",joy
13491,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",Chandler,neutral,255,3,1,8,"00:03:02,390","00:03:06,518",neutral
12959,"All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.",Monica,neutral,196,17,5,4,"00:16:05,589","00:16:19,644",neutral
13346,Hi!,Woman,positive,241,6,7,22,"0:21:18,146","0:21:18,702",joy
6314,See?,Rachel,neutral,660,8,6,23,"0:05:19,569","0:05:20,877",neutral
3641,"Look at that, every inch of this stuff is glued down.",Joey,negative,388,11,3,5,"00:06:31,391","00:06:34,393",surprise
13264,"Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",Rachel,negative,233,1,7,10,"00:11:13,964","00:11:18,385",disgust
4289,"Um, Chandler, Ross, this is Robert.",Phoebe,neutral,461,0,3,13,"0:06:14,123","0:06:16,793",neutral
6548,I can’t even use Chandler’s computer except to find porn!,Joey,negative,679,13,6,21,"00:00:58,767","00:01:01,727",anger
11937,Who is being loud?,Rachel,negative,96,9,1,6,"00:12:42,303","00:12:44,095",anger
11392,"Oh, what? What was it?",Phoebe,positive,32,8,3,25,"0:06:35,186","0:06:36,658",surprise
9737,"Oh, now you want a favour?",Ross,positive,1016,12,3,17,"0:15:37,728","0:15:40,320",joy
2407,My specimen is in the    room and I just want to thank whoever knocked on the door while I was in there.,Chandler,neutral,253,0,9,21,"00:17:29,256","00:17:35,720",neutral
3696,Because it’s weird!,Ross,negative,396,0,1,6,"00:09:21,644","00:09:24,354",disgust
11668,"Okay uh, for now, temporarily, you can call me, Clint.",Chandler,neutral,65,2,4,18,"00:17:23,500","00:17:29,172",neutral
4198,Oh my God.,Rachel,positive,450,12,3,23,"00:14:20,985","00:14:22,777",surprise
10855,Ross did I ever tell you about the time that I went backpacking through Western Europe?,Rachel,neutral,85,3,8,4,"00:18:24,561","00:18:30,525",neutral
5923,What do you mean?,Monica,neutral,626,13,3,6,"00:14:41,964","00:14:48,761",neutral
7782,Oh.,Joey,negative,822,7,3,4,"0:18:11,840","0:18:12,800",sadness
276,"Man, this is gonna be kinda weird.",Joey,negative,26,11,5,18,"00:10:29,920","00:10:35,508",sadness
9254,He’s talking to the baby.,Rachel,neutral,966,2,8,10,"0:02:01,371","0:02:03,082",neutral
3370,You never know.,Mr. Treeger,neutral,354,17,2,3,"0:04:00,114","0:04:00,256",neutral
12106,"Ooh, an ink stain! Hey, can I watch how you get this out?",Monica,positive,112,20,8,17,"00:18:54,633","00:18:58,594",joy
5316,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,positive,563,8,4,11,"00:21:54,396","00:22:00,693",joy
11655,Okay .,Chandler,neutral,64,6,6,12,"00:05:59,776","00:06:01,109",neutral
2323,"I just, I wanted to thank you for our uh, our little talk before.",Ross,neutral,244,1,2,4,"00:11:25,976","00:11:29,270",neutral
2662,"No, it’s not! We were just goofing around and I dared him to try them on.",Phoebe,neutral,281,7,7,22,"00:08:20,249","00:08:23,668",neutral
12575,"The only person that should feel awkward is you, and you didn’t tell him not to call me, did you?",Joanna,negative,159,0,6,1,"00:15:52,660","00:15:56,302",anger
8280,Okay! We’ll need a six-pack of,Joey,neutral,870,6,4,22,"00:05:04,345","00:05:07,556",neutral
5426,What're we gonna do? What're we gonna do?,Chandler,negative,576,0,2,6,"00:15:55,371","00:15:57,747",fear
11686,Come on Joey!!!,Rachel,negative,68,0,5,12,"00:00:02,377","00:00:03,836",anger
12645,"Oh, by the  way.",Joey,neutral,166,12,9,1,"0:16:16,100","0:16:16,862",neutral
4763,Yeah?,Ross,neutral,509,1,8,23,"00:01:16,064","00:01:17,065",neutral
9004,"Coffee sounds great.  Wait, so, so you live in Montreal?",Ross,neutral,942,7,4,10,"00:20:28,644","00:20:37,360",neutral
2213,"Oh, no, no. I just meant hypothetically.",Chandler,neutral,232,4,1,23,"00:05:26,784","00:05:28,952",neutral
288,"It’s worth the pain.  Y’know what, you know what? It’s not.",Ross,negative,28,7,4,15,"00:19:47,728","00:19:50,021",sadness
9821,"Hey-hey, y’know what?",Rachel,negative,1022,12,7,2,"0:08:07,612","0:08:10,824",anger
332,You have to tell her!,Ross,positive,32,10,1,12,"0:11:35,824","0:11:36,658",joy
6509,Storming out!,Rachel,negative,676,12,5,5,"0:11:15,800","0:11:16,612",anger
11443,"Awww, one of my students got an audition. I’m so proud.",Joey,positive,38,1,3,7,"00:13:23,344","00:13:26,805",joy
8984,"Look Julio, someone left their book here.",Monica,negative,941,2,3,12,"00:05:48,222","00:05:50,807",surprise
11756,Uh Rach,Ross,neutral,72,12,8,23,"0:19:42,085","0:19:42,795",neutral
12096,"Oh, you didn’t have to come in with me.",Phoebe,neutral,112,10,8,17,"00:18:10,380","00:18:13,216",neutral
9445,"Well, things change.",Rachel,neutral,988,5,7,21,"00:19:04,643","00:19:06,352",neutral
7336,"Y’know what? I don’t, I don’t think Phoebe really wants to come.",Rachel,positive,777,9,6,11,"00:16:02,294","00:16:04,587",joy
5036,"Cassie, are you finding everything okay in there?",Phoebe,neutral,534,0,7,19,"00:21:14,147","00:21:16,482",neutral
6932,"Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make    the right",Joey,negative,732,1,9,21,"00:12:20,698","00:12:27,287",surprise
7138,"Yeah, I do think it’s better this way.  Yeah, we’re being smart.   Yes, I’m sure.",Monica,neutral,756,7,3,13,"00:12:05,141","00:12:11,771",neutral
6478,And we’ll need you and Rachel to testify before a judge.,Russell,neutral,673,17,6,2,"00:16:11,720","00:16:14,889",neutral
3002,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,positive,316,6,4,8,"00:00:27,277","00:00:34,283",joy
4442,"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific.",Ross,positive,477,5,3,24,"00:14:23,445","00:14:33,079",joy
9502,Basically we just feel that he's...,Chandler,neutral,992,7,1,13,"00:16:14,223","00:16:15,974",neutral
6739,"Oh! Look at that, time's up! My turn!",Chandler,positive,706,1,5,13,"00:00:13,680","00:00:14,722",joy
4807,It’s not here.,Tag,neutral,513,0,7,12,"00:12:59,487","00:13:00,862",neutral
4631,It would be nice to have a little guarantee though.,Rachel,neutral,499,4,6,25,"0:04:53,376","0:04:55,087",neutral
12584,"I mean we-we told Joey, he cried his eyes out!",Monica,negative,160,7,6,2,"00:14:42,172","00:14:44,173",sadness
13074,We said seven!,Chandler,negative,210,1,6,21,"0:17:09,611","0:17:11,203",anger
10814,You wanted to see me Professor Geller?,Elizabeth,positive,81,0,6,19,"0:09:51,882","0:09:53,444",joy
6944,What?!,Phoebe,negative,733,11,6,1,"00:21:09,559","00:21:12,103",surprise
10066,I don’t know!,Joey,neutral,8,1,7,19,"00:03:20,366","00:03:22,743",neutral
4816,But I'm the host!,Joey,negative,514,4,5,4,"00:07:37,707","00:07:39,040",surprise
4213,"Monica, that was also true an",Chandler,neutral,451,3,9,23,"0:43:58,886","0:44:01,287",neutral
7126,"Why don’t you look in the mirror, scrud.",Girl,negative,755,5,3,10,"00:16:56,056","00:16:58,141",anger
688,"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",Phoebe,negative,66,8,3,6,"00:14:58,939","00:15:04,819",sadness
12433,Are you gonna break up with me if I get fat again?,Monica,negative,143,5,7,6,"00:16:40,290","00:16:42,709",fear
13466,"Hold on, y’know I",Drew,neutral,253,9,4,10,"00:06:03,029","00:06:05,822",neutral
8420,Maybe we could attack them together?,Ross,neutral,887,12,6,17,"00:19:55,027","00:19:57,695",neutral
1323,"Look look! He's doing it again, the guy with the telescope!",Monica,negative,145,7,1,20,"00:05:43,301","00:05:52,934",surprise
10374,"Ok, ok, here we go.",Ross,neutral,34,1,1,9,"00:14:19,942","00:14:23,987",neutral
3001,Stop callin’!!,Joey,negative,316,5,4,8,"00:00:26,067","00:00:27,109",anger
2428,Damn you Monica Geller hyphen Bing!,Phoebe,negative,254,9,9,17,"00:10:15,144","00:10:17,480",anger
2159,"Hey! Oh right, tonight was your party.",Rachel,positive,226,0,5,7,"00:18:30,192","00:18:33,194",surprise
12739,I will!,Monica,negative,173,16,6,17,"0:13:02,454","0:13:03,304",sadness
2250,"Now you do that, you’re on TV.",Chandler,neutral,235,9,6,10,"00:21:45,178","00:21:48,472",neutral
11297,So your brother's straigh huh? Seriously.,Phoebe,positive,21,6,2,4,"00:18:14,176","00:18:16,511",surprise
608,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",Chandler,positive,56,2,1,7,"00:02:24,894","00:02:33,527",surprise
6627,Why? Did you write it?,Ross,neutral,689,12,4,2,"00:02:38,158","00:02:39,449",neutral
10588,The Way You Look Tonight,Monica,positive,60,5,6,17,"00:17:45,731","00:17:48,107",joy
2147,Ugh.  Ross!,Carol,negative,225,0,3,17,"00:21:58,608","00:22:00,735",disgust
2402,"We, we come back from our walk and the- the phone was ringing...",Joey,neutral,252,15,1,21,"00:15:09,575","00:15:12,857",neutral
10023,"Uh, actually I find Marion’s views far too progressionist.",Woman,neutral,4,7,7,7,"00:15:12,036","00:15:16,623",neutral
5303,Okay!  This is it!  We're gonna get married!,Chandler,positive,562,7,5,24,"00:21:04,763","00:21:09,267",joy
10470,Where’s Ben?,Ross,neutral,47,3,3,17,"00:12:22,491","00:12:23,533",neutral
3952,Hi.,Phoebe,neutral,426,0,8,11,"00:21:10,852","00:21:11,852",neutral
10002,"I-I’m sorry, but the moment I touch him, I just wanna throw out my old oath and take a new, dirty one.",Phoebe,negative,1,11,4,4,"00:12:59,195","00:13:10,163",anger
5194,"You know, it still smells like monkey in there.",Monica,negative,552,0,2,4,"00:16:05,005","00:16:07,632",disgust
6849,"So you risked your life, for a sandwich!",Chandler,positive,722,3,5,20,"00:15:27,927","00:15:30,345",joy
4854,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,520,0,7,8,"00:04:07,288","00:04:10,249",neutral
11651,"Well, she is going to know that you stole the joke.",Chandler,negative,64,2,6,12,"00:05:53,561","00:05:55,771",anger
5002,"Umm, were there any questions?",Ross,neutral,531,8,6,4,"00:20:33,732","00:20:36,984",neutral
6560,Okay!,Rachel,positive,680,8,6,18,"00:09:18,140","00:09:20,475",joy
3090,"Uh Mr. Morse, can I speak to you for a moment?",Ross,neutral,325,0,7,18,"00:19:50,480","00:19:53,441",neutral
1774,Oh.... my God.,Rachel,positive,185,13,1,24,"00:09:46,377","00:09:49,379",surprise
9230,"Well, there's this one thing… Okay,  here goes.",Ross,neutral,964,3,5,5,"0:06:40,109","0:06:41,851",neutral
7994,Well what happened at dinner?,Rachel,neutral,843,4,7,2,"00:12:48,684","00:12:49,934",neutral
12991,"I guess I just figured that somewhere down the road, we would be on again.",Rachel,negative,199,13,4,20,"00:18:52,381","00:18:57,885",sadness
475,No they didn’t!,Chandler,positive,46,14,4,19,"00:13:48,285","00:13:49,619",joy
791,"OK, you've got to promise that you'll never, ever tell Ross that I told you.",Joey,neutral,81,0,1,7,"00:11:33,150","00:11:37,946",neutral
